budget_over_255,attack,seed,source,target,source_asr_percent,source_asr_numerator,source_asr_denominator,ptr_percent,ptr_numerator,ptr_denominator,ctr_percent,ctr_numerator,ctr_denominator
8,fgsm,2,vgg16,mobilenet_v2,87.1919014084507,7924,9088,65.707656612529,5664,8620,72.94180745508179,5440,7458
8,fgsm,2,mobilenet_v2,resnet18,92.67537065722506,8376,9038,47.19936887185845,4188,8873,50.2008520998174,4124,8215
8,fgsm,2,mobilenet_v2,vgg16,92.67537065722506,8376,9038,28.08584686774942,2421,8620,29.740243443342955,2370,7969
8,fgsm,2,mobilenet_v2,mobilenet_v2,92.67537065722506,8376,9038,92.67537065722506,8376,9038,100.0,8376,8376
8,pgd,2,resnet18,resnet18,100.0,9520,9520,100.0,9520,9520,100.0,9520,9520
8,pgd,2,resnet18,vgg16,100.0,9520,9520,16.732040793455116,1493,8923,16.732040793455116,1493,8923
8,pgd,2,resnet18,mobilenet_v2,100.0,9520,9520,72.72624816860137,6453,8873,72.72624816860137,6453,8873
8,pgd,2,vgg16,resnet18,99.97799295774648,9086,9088,92.40165863498824,8245,8923,92.42237417329896,8245,8921
8,pgd,2,vgg16,vgg16,99.97799295774648,9086,9088,99.97799295774648,9086,9088,100.0,9086,9086
8,pgd,2,vgg16,mobilenet_v2,99.97799295774648,9086,9088,95.2784222737819,8213,8620,95.30053376653515,8213,8618
8,pgd,2,mobilenet_v2,resnet18,100.0,9038,9038,70.60746083624478,6265,8873,70.60746083624478,6265,8873
8,pgd,2,mobilenet_v2,vgg16,100.0,9038,9038,26.2877030162413,2266,8620,26.2877030162413,2266,8620
8,pgd,2,mobilenet_v2,mobilenet_v2,100.0,9038,9038,100.0,9038,9038,100.0,9038,9038
